	SRR8134496	SRR8134484	SRR8134499	SRR8134480	SRR8134485	SRR8134483	SRR8134482	SRR8134481	SRR8134500	SRR8134497	SRR8134501	SRR8134498
PRSS48	0	1	0	3	1	6	4	6	0	0	0	0
ENSG00000250350	0	1	0	1	3	2	1	0	0	0	0	0
RNU6-1282P	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000270265	0	0	1	1	0	1	1	1	0	1	1	0
F11	0	6	0	6	19	5	0	11	1	0	0	0
ENSG00000290441	0	1	1	0	5	1	1	9	0	2	2	0
TMEM131L	4824	80	3528	121	252	233	113	219	4911	3244	3747	3855
ENSG00000287216	22	8	13	2	13	1	9	2	16	7	6	11
WDR45P1	5	3	1	0	0	4	2	0	5	8	4	3
ENSG00000250771	0	0	0	0	0	2	1	1	0	0	0	0
TLR2	12	31	10	24	63	36	17	29	26	6	16	21
RNF175	0	12	0	16	41	21	8	21	0	0	0	0
ENSG00000249309	0	1	0	4	6	1	1	0	0	0	0	0
SFRP2	0	1	4	9	12	18	11	10	0	1	5	0
ABLIM2	1	17	13	20	26	14	18	21	6	0	2	3
ENSG00000290015	6	37	4	36	83	46	25	57	1	3	4	1
LINC02517	0	3	0	6	9	18	2	4	0	0	0	0
ENSG00000251615	49	2	21	3	7	10	3	21	33	17	20	25
ACOX3	1032	62	452	96	120	100	57	101	1142	630	567	760
RNA5SP152	0	2	0	0	1	2	1	4	0	0	0	0
ABHD18	448	64	378	94	168	90	78	116	420	396	383	255
PDGFC	0	6	0	20	26	27	13	11	0	0	0	0
ENSG00000248629	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280284	0	0	0	3	0	2	1	3	0	0	0	0
ENSG00000278880	0	0	0	0	0	2	0	6	0	0	0	0
ENSG00000250622	0	1	0	2	0	3	2	0	0	0	0	0
RPPH1-3P	0	0	0	0	2	0	0	0	0	0	0	0
TRIM61	156	37	64	51	92	60	40	101	103	111	145	63
LINC02063	0	2	0	0	3	6	0	2	0	0	0	0
LINC03067	18	51	8	50	118	77	30	50	15	3	22	11
ENSG00000279222	0	3	0	0	2	2	0	3	0	0	0	0
ENSG00000278913	0	5	0	4	1	13	3	9	0	2	0	0
ICE1	1780	117	759	183	321	249	155	182	1753	798	870	1245
ENSG00000259603	0	0	0	0	0	0	0	0	0	0	0	0
LINC02142	0	1	0	2	1	4	3	2	0	0	0	0
ENSG00000287790	0	2	0	2	5	10	3	8	0	0	0	0
ENSG00000248962	0	0	0	1	3	1	0	0	0	0	0	0
ENSG00000249966	0	0	0	3	1	1	0	0	0	0	0	0
ADAMTS16	5	7	6	13	4	16	7	14	2	5	10	7
ENSG00000248137	0	0	0	3	0	2	0	0	0	0	0	0
ENSG00000285689	0	1	0	2	0	3	2	0	0	0	0	0
ENSG00000280251	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000279002	0	2	0	0	0	4	1	0	0	0	0	0
MRPL36	656	139	454	174	220	215	144	178	795	497	483	553
LINC02145	4	4	0	5	10	8	5	4	0	0	0	1
ENSG00000250481	0	1	0	0	2	1	3	4	0	0	0	0
FASTKD3	388	35	209	34	67	72	25	60	375	155	173	238
MTCO1P31	2	3	0	2	0	0	1	0	0	0	0	0
ENSG00000205976	0	6	0	8	6	3	0	10	0	0	0	0
ENSG00000260763	0	2	0	3	6	6	7	11	0	1	0	0
ENSG00000251506	0	0	0	0	0	0	2	0	0	0	0	0
ENSG00000272049	6	0	2	1	1	1	1	1	5	2	3	7
ENSG00000248736	0	2	0	5	1	5	0	10	0	0	0	0
ENSG00000249782	0	1	0	1	10	2	1	0	0	0	0	0
ADCY2	0	41	2	69	126	143	63	100	0	0	0	0
LINC02162	0	0	0	1	0	3	0	1	0	0	0	0
ENSG00000248311	0	1	0	2	0	5	0	0	0	0	0	0
LINC02196	0	6	0	13	9	5	9	11	0	0	0	0
MARCHF11	0	1	0	0	6	2	3	0	0	0	0	0
PPP4R2P5	12	3	9	3	5	4	2	1	19	9	8	17
MTCO1P30	0	1	6	0	0	2	1	2	0	0	2	1
ENSG00000249994	0	0	0	2	2	4	1	7	0	0	0	0
ENSG00000250037	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286986	0	1	0	0	2	3	0	1	0	0	0	0
ENSG00000278877	0	0	0	0	0	0	1	1	0	0	0	0
CTD-2194D22.4	0	2	0	2	9	8	0	0	0	0	0	0
IRX4	0	4	0	3	1	6	6	3	0	0	0	0
ENSG00000248126	0	1	1	0	1	0	0	0	1	0	0	2
HMGB3P3	0	0	0	0	1	3	1	3	0	0	0	0
LINC01194	0	4	0	6	5	11	4	11	0	0	0	0
ENSG00000250001	0	3	0	0	7	12	13	4	0	0	1	0
SEMA5A	76	41	158	39	99	96	39	43	151	61	119	177
ENSG00000288108	0	0	0	0	0	0	0	0	0	0	0	0
MYO10	40	25	13	36	62	61	22	50	62	16	15	19
ENSG00000250060	0	1	0	7	3	10	2	10	0	0	0	0
RPL36AP21	3	3	3	4	8	0	0	4	14	4	6	3
ENSG00000250866	0	1	0	0	0	0	2	1	0	0	0	0
LINC02211	1	4	0	7	8	13	1	9	0	0	1	0
RPL32P14	0	1	0	1	0	0	0	0	0	0	0	0
LINC02116	0	0	0	2	2	0	1	5	0	0	0	0
ENSG00000280373	0	0	0	0	1	1	0	0	0	0	0	0
ENSG00000248597	0	1	0	1	3	0	6	4	0	0	0	0
MED10	1530	55	817	78	106	109	57	121	1549	909	982	995
LINC02221	0	0	0	2	3	7	0	3	0	0	0	0
ENSG00000248699	2	0	0	2	0	3	1	0	2	1	3	1
ENSG00000251168	0	0	0	0	5	2	1	1	0	0	0	1
ENSG00000248775	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000249486	0	1	0	0	0	2	0	1	0	0	0	0
ENSG00000249731	0	0	0	0	2	2	0	0	0	0	0	0
ENSG00000250761	0	0	0	0	0	10	1	2	0	0	0	0
ENSG00000286441	0	6	0	9	28	38	19	13	0	0	0	0
ENSG00000248766	0	1	0	0	0	2	0	0	0	0	0	0
ENSG00000248994	0	12	0	21	19	40	5	14	0	0	0	0
ENSG00000185296	0	0	0	0	0	1	1	2	0	0	0	0
ENSG00000288002	0	2	0	3	5	6	3	11	0	0	0	0
ENSG00000279264	0	0	0	0	1	0	0	0	0	0	0	0
MTRR	1312	169	532	192	309	261	140	272	1303	764	722	886
ENSG00000249688	0	0	0	1	1	3	1	2	0	0	0	0
CFAP90	0	2	0	0	5	11	3	4	0	0	0	0
LINC01017	0	1	0	1	0	0	0	0	0	0	0	0
HSPD1P1	475	3	143	0	0	1	4	1	434	175	181	311
ENSG00000275733	0	1	0	0	0	0	0	0	0	0	0	0
LINC02112	0	1	0	12	7	8	4	9	0	0	0	0
ALG3P1	3	2	0	1	2	2	0	1	2	0	0	3
ENSG00000251371	0	1	0	2	1	0	0	0	0	0	0	0
MTCO2P30	1	2	0	1	3	3	5	1	2	0	2	2
ENSG00000251112	0	1	0	1	0	4	0	2	0	0	0	0
ENSG00000279075	0	1	1	4	4	5	0	0	1	0	0	0
ENSG00000288549	0	5	1	8	8	6	6	6	3	0	1	1
ENSG00000250453	0	2	0	2	12	7	2	3	0	0	0	0
ENSG00000271892	0	2	0	0	1	1	0	1	0	0	0	0
UBE2V1P12	0	1	0	0	0	0	2	0	0	0	0	0
ENSG00000249053	0	0	0	1	1	0	0	0	0	0	0	0
ENSG00000260981	0	2	0	0	0	2	0	0	0	0	0	0
NUP155	1885	121	847	163	216	193	93	170	2043	995	1058	1304
ENSG00000287199	0	0	0	0	0	0	0	4	0	0	0	0
ENSG00000251549	0	0	0	0	1	3	0	0	0	0	0	0
FBXL7	0	3	0	5	10	2	3	7	7	3	0	0
RPS23P5	0	0	0	0	1	3	0	1	0	0	0	0
ENSG00000286751	0	0	0	5	2	1	2	0	0	0	0	0
ENSG00000248973	0	6	0	12	7	6	0	6	0	0	0	0
ENSG00000253766	0	0	0	1	2	2	0	0	0	0	0	0
LINC02220	0	1	0	1	1	0	0	2	0	0	0	0
HPRT1P2	0	1	0	0	2	2	1	0	0	0	0	0
MARK2P5	0	0	0	0	0	0	3	4	0	0	0	0
ENSG00000279125	0	0	0	0	2	4	0	0	0	0	0	0
FTH1P10	1	0	0	0	0	0	0	3	1	0	1	1
LINC02226	0	1	0	4	2	3	1	2	0	0	0	0
ENSG00000286556	0	3	0	1	4	2	1	3	0	0	0	0
PTPN11P4	28	0	11	0	1	2	1	1	6	13	21	16
SPEF2	9	52	12	53	131	100	41	79	21	2	13	16
ENSG00000224282	13	0	1	1	1	1	4	0	17	3	6	10
MTND6P2	0	0	0	3	0	0	1	0	0	0	0	0
HSPD1P15	0	2	0	2	7	2	1	2	0	0	0	0
LINC02146	0	1	0	6	4	3	2	3	0	0	0	0
ENSG00000279635	0	1	0	0	0	3	1	0	0	0	0	0
MTHFD2P6	1	2	3	7	4	5	4	8	4	0	3	0
ENSG00000214132	14	0	3	1	3	0	1	0	12	4	2	14
ENSG00000253104	0	0	0	2	1	0	1	0	0	0	0	0
ENSG00000248537	1	27	1	29	80	72	36	32	1	0	2	0
LINC02239	0	1	0	1	7	7	3	4	0	0	0	0
ENSG00000248223	0	0	0	0	0	0	0	0	0	0	0	0
LINC02114	0	1	0	2	0	3	1	0	0	0	0	0
ENSG00000248813	0	3	0	1	1	2	3	0	0	0	0	0
ENSG00000233787	0	3	0	0	0	0	1	0	0	0	0	0
ENSG00000286432	0	0	0	2	3	0	0	2	0	0	0	0
LINC02111	0	3	0	5	15	5	2	5	0	0	0	0
ENSG00000248426	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000249941	0	2	0	0	1	0	1	0	0	0	0	0
ENSG00000248145	0	7	0	4	2	2	0	8	0	0	0	0
ENSG00000240376	5967	0	2456	0	6	5	1	8	5559	3254	2976	3793
ENSG00000286377	0	1	0	3	6	2	2	3	2	0	0	0
ENSG00000251654	0	1	0	2	7	1	0	1	0	0	0	0
ENSG00000276332	0	0	0	1	8	1	0	2	0	0	0	0
ENSG00000250455	0	1	0	0	12	5	0	4	0	0	0	0
LINC02241	1	8	0	15	17	23	6	10	0	0	0	0
ANKH-DT	0	31	2	21	55	36	29	31	0	0	1	0
ENSG00000286625	0	3	0	5	10	9	3	5	0	0	0	0
ENSG00000249016	0	0	0	4	0	0	0	2	0	0	0	0
ENSG00000279097	0	1	0	1	1	0	0	0	0	0	0	0
LINC01019	0	3	0	3	9	4	2	1	0	0	0	0
LINC02123	0	1	0	0	3	4	2	1	0	0	0	0
ENSG00000286254	0	1	0	0	1	3	0	5	0	0	0	0
ENSG00000230571	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000286741	1	4	0	5	12	5	2	5	2	0	0	0
ZFR	2613	122	1183	175	180	170	108	210	2527	1615	1507	1751
ENSG00000287471	0	3	0	0	0	0	0	0	0	0	0	0
SLC38A9	370	108	163	138	235	204	106	223	320	240	215	203
ENSG00000248918	0	1	0	1	0	1	0	0	0	0	0	0
ENSG00000249102	0	0	0	1	6	1	1	5	0	0	0	0
KCTD9P5	1	0	0	5	14	8	3	3	2	0	4	0
CDH10	1	4	0	9	14	6	2	8	1	0	0	0
ENSG00000248969	0	0	0	0	3	1	2	1	0	0	0	0
ENSG00000249927	0	0	0	0	1	3	0	0	0	0	0	0
ENSG00000287940	0	4	0	5	1	8	1	13	0	0	0	0
ENSG00000250619	0	1	0	1	0	2	3	1	0	0	1	0
ENSG00000248624	0	0	0	2	1	0	1	0	0	0	0	0
ENSG00000248286	0	1	0	0	0	0	0	0	0	1	0	0
ENSG00000277878	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260786	0	8	0	8	11	7	3	5	0	0	0	0
ENSG00000280185	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260066	0	1	1	3	4	3	2	10	1	0	0	3
GPX8	0	0	2	15	17	17	7	22	0	0	8	0
ENSG00000231291	0	2	0	3	0	8	0	3	0	0	0	0
ISL1	0	3	0	12	6	10	1	3	0	0	0	0
ENSG00000249289	0	2	0	2	3	1	0	0	0	0	0	0
CAPSL-DT	0	1	0	0	1	1	0	2	0	0	0	0
ENSG00000260761	0	2	0	0	3	1	1	3	0	0	0	0
ENSG00000251678	0	0	0	1	1	0	1	2	0	0	0	0
C5orf34-AS1	0	23	3	25	35	36	9	14	2	9	1	1
ENSG00000280305	0	5	0	8	11	10	3	8	0	0	0	1
ENSG00000249198	0	3	0	4	3	0	0	1	0	0	0	0
ENSG00000248349	0	0	0	1	2	1	2	0	0	0	0	0
ANKH	1290	155	906	140	283	305	127	186	1650	844	1150	1132
ENSG00000250703	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000248148	0	1	0	5	0	7	2	2	0	0	0	0
ADH5P5	0	0	1	0	0	0	0	0	0	1	0	0
LINC02119	0	9	0	16	7	11	7	15	0	0	0	0
ENSG00000250118	3	1	1	0	0	0	1	0	4	1	3	3
PPWD1	975	86	491	170	196	175	102	169	835	621	498	626
GCSHP1	0	0	0	1	10	4	1	0	0	0	0	0
RPL21P56	0	1	0	1	0	4	0	0	1	0	0	0
NNT-AS1	308	44	258	87	128	69	51	73	266	270	313	179
ENSG00000249404	0	0	0	0	0	1	1	2	0	0	0	0
ENSG00000251189	0	1	0	1	6	3	1	0	0	0	0	0
AK4P2	0	6	0	3	1	10	3	0	0	0	0	0
FBXO4	534	113	191	133	216	135	94	108	579	299	287	397
NPR3	0	11	9	22	29	39	15	40	1	3	2	0
ENSG00000261604	0	0	0	0	0	0	0	0	0	0	0	0
LINC02120	0	3	0	2	4	10	3	3	0	0	0	0
ENSG00000248378	0	0	0	0	3	2	1	0	0	0	0	0
ENSG00000250418	0	0	0	0	3	0	0	1	0	0	0	0
HSPB3	0	1	0	0	3	1	3	4	0	0	0	0
ENSG00000249579	0	5	0	0	1	7	2	8	0	0	0	0
ENSG00000278734	0	0	0	1	0	2	0	1	0	0	0	0
GCNT1P2	0	0	0	0	0	2	2	0	0	0	0	0
FST	0	7	2	12	11	24	6	21	0	0	0	0
UQCRBP3	0	1	0	2	2	1	0	1	1	2	0	0
ENSG00000279470	0	0	0	4	3	0	0	0	0	0	0	0
ENSG00000279671	0	0	0	2	0	0	1	4	0	0	0	0
ENSG00000250764	5	0	9	5	6	9	5	5	5	8	5	3
ENSG00000287947	0	4	0	10	6	5	2	7	0	0	0	0
MRPS30	1220	168	794	269	380	335	177	282	1288	909	1038	865
GHR	15	35	1	43	51	43	34	58	1	10	0	0
CDH9	0	7	0	7	6	13	4	8	0	0	0	0
ENSG00000251391	0	9	0	7	7	20	6	13	0	0	0	0
ENSG00000251599	0	0	0	1	1	1	3	0	0	0	0	0
CCNO-DT	0	6	1	2	11	8	7	1	0	0	0	0
LINC02228	0	5	0	8	21	7	5	13	0	0	0	0
LINC02100	1	70	1	95	163	126	83	109	6	2	4	1
ADAMTS12	721	92	385	149	189	171	97	162	573	510	334	480
LINC02899	0	3	1	2	7	4	1	3	1	0	0	0
ENSG00000287090	0	3	0	2	14	5	0	6	0	0	0	0
LINC02225	0	4	0	7	10	14	2	18	0	0	0	0
ENSG00000279107	0	1	0	1	2	1	0	1	0	0	0	0
MCIDAS	1	9	0	11	25	21	8	6	1	0	0	0
ENSG00000233974	9	4	5	2	7	12	4	8	4	4	8	7
ENSG00000248878	0	0	0	0	0	1	0	1	1	0	0	0
ENSG00000248605	0	1	0	1	3	0	2	1	0	0	0	0
ENSG00000213956	3	0	1	0	1	2	0	0	2	1	0	2
UGT3A1	0	9	0	17	14	13	12	24	1	0	0	0
LINC01335	0	4	0	8	17	6	2	9	0	0	1	0
ENSG00000249099	0	1	0	1	2	0	1	1	0	2	0	0
ENSG00000280159	0	11	0	12	23	20	12	17	0	0	0	0
ENSG00000249638	0	1	0	2	6	7	0	3	0	0	0	0
ENSG00000248240	1	55	2	80	149	89	68	118	1	4	0	0
CDH18	0	8	0	11	18	19	4	6	0	0	1	0
ENSG00000287087	1	6	0	0	3	3	3	2	0	3	0	0
ENSG00000240281	0	3	0	1	0	1	3	6	0	0	0	0
TMEM183AP2	22	2	0	4	4	6	3	2	15	9	2	14
LINC02149	0	0	0	8	1	5	0	4	0	0	0	0
RAI14	3	12	14	18	31	17	8	27	7	10	6	12
CDH12	0	11	0	11	11	14	6	16	0	0	0	0
RPL19P11	0	0	2	1	0	0	0	0	2	0	0	0
ENSG00000276098	0	0	0	0	3	0	1	0	0	0	0	0
ENSG00000250524	0	0	0	0	3	3	0	3	0	0	0	0
ENSG00000248185	0	0	0	0	2	3	1	0	0	0	0	0
ENSG00000248783	0	0	0	0	1	0	1	0	0	0	0	0
ENSG00000279557	2	2	2	0	4	0	0	3	5	1	7	1
HMGB1P47	0	0	0	1	1	2	1	3	0	0	0	0
ENSG00000271410	0	2	2	5	2	14	2	9	0	0	3	0
FGF10	1	12	0	12	19	36	5	8	0	0	1	0
ENSG00000251033	0	0	0	1	0	1	1	0	0	0	0	0
ENSG00000286647	0	3	1	12	8	20	12	6	0	0	0	0
ENSG00000250032	0	0	0	0	1	0	0	0	0	0	0	0
C12orf29P1	0	1	0	6	6	1	3	1	0	0	0	0
ENSG00000270495	0	1	0	0	0	0	1	2	0	0	0	0
AKTIPP2	9	0	0	1	0	1	1	5	5	2	2	4
RAB3C	0	20	5	25	50	49	23	48	5	0	2	4
MRPS30-DT	35	27	39	40	56	39	25	24	25	24	13	13
C5orf34	186	123	55	162	251	191	78	225	172	112	78	92
ENSG00000250330	0	22	0	18	83	68	25	26	1	0	0	0
LINC00603	0	1	0	1	4	3	2	3	0	0	0	0
ENSG00000249199	0	1	0	0	0	2	2	2	0	0	0	0
ENSG00000250319	0	0	0	2	1	0	1	1	0	0	0	0
LINC01331	1	11	0	9	33	20	12	37	0	0	0	3
ENSG00000250747	0	0	0	0	0	4	0	0	1	0	0	0
ENSG00000251294	0	4	0	0	3	3	2	9	0	0	0	0
EMB	498	98	391	90	156	125	77	72	625	354	492	382
ENSG00000285552	0	8	0	11	22	15	13	24	0	0	0	0
ELOVL7	19	6	8	19	21	28	9	27	16	11	13	10
ENSG00000250360	0	1	0	3	1	4	3	0	0	0	0	0
ENSG00000240627	2	0	0	1	0	2	1	2	0	0	0	0
SUCLG2P4	0	1	0	2	0	1	0	7	1	1	0	1
ENSG00000251062	3	0	8	0	0	0	0	0	3	0	0	1
ENSG00000249359	0	3	0	8	8	11	5	10	0	0	0	0
ENSG00000287176	0	2	0	1	9	0	1	5	0	0	2	0
RPSAP38	0	3	0	4	6	6	0	1	0	1	0	0
RPS17P11	0	1	0	0	2	1	0	0	0	0	0	0
ITGA1	128	43	112	48	104	65	34	68	181	35	113	128
ENSG00000279638	0	0	0	0	0	1	1	0	0	0	0	0
UBL5P1	0	0	0	0	0	0	0	2	0	0	0	0
ENSG00000251613	0	6	0	6	5	7	3	7	0	0	0	0
ENSG00000280438	0	1	0	0	0	1	0	0	0	0	0	0
ENSG00000254170	8	1	1	5	5	6	3	3	9	1	5	7
ENSG00000250164	0	0	0	0	2	6	0	0	0	0	0	0
FAM151B	2	13	0	15	14	22	11	20	3	0	3	1
ENSG00000279531	0	0	0	0	0	0	1	0	0	0	0	0
CCDC152	360	5	18	29	17	8	1	32	66	222	67	13
MTREX	1893	99	841	126	237	164	101	177	1655	1027	945	1163
ENSG00000287179	0	2	0	1	1	1	4	0	0	0	0	0
TMEM167A	1044	164	646	235	376	259	124	278	943	804	766	606
HAPLN1	1	21	0	10	29	17	12	21	0	0	0	0
ENSG00000288579	1	4	0	6	13	2	3	3	0	0	0	2
ENSG00000272335	53	5	54	15	23	8	2	16	41	32	38	26
ENSG00000271752	0	2	0	0	3	5	1	2	2	3	0	0
ENSG00000250234	0	0	0	0	4	3	2	0	0	0	0	0
ENSG00000287597	0	2	0	8	6	2	4	12	0	0	0	0
ENSG00000249664	1	16	1	20	30	25	17	33	0	0	0	0
ENSG00000250124	0	0	0	3	2	1	0	0	0	0	0	0
ENSG00000248586	10	5	7	6	10	5	4	1	19	12	7	7
VCAN	14	43	178	31	89	113	52	38	75	13	34	189
LINC01333	0	7	0	11	17	13	7	18	0	0	0	0
OXCT1	3061	38	1536	51	99	64	38	82	3204	1472	1553	2337
SUB1	8177	344	3122	401	753	560	253	570	7872	4702	4159	4640
CDH18-AS1	0	0	0	1	4	5	0	6	0	0	0	0
CAPSL	6	31	2	44	62	71	32	76	5	3	4	6
ENSG00000280338	0	0	0	0	0	0	2	0	0	0	0	0
RPL29P12	16	1	4	0	4	0	0	2	21	3	4	12
TRAPPC13	591	23	211	70	74	75	35	58	581	271	257	375
ENSG00000249865	0	1	0	1	1	0	0	0	0	0	0	0
ENSG00000250874	0	0	0	9	4	6	0	3	0	0	0	0
ENSG00000249114	0	1	0	2	1	1	0	0	0	0	0	0
PPIAP78	0	0	0	1	0	0	2	3	1	0	0	0
KRT18P56	0	1	0	0	2	2	1	0	0	0	0	0
CCNB3P1	0	2	0	1	0	3	2	0	0	0	0	0
ENSG00000248891	0	0	0	0	0	0	0	6	0	0	0	0
ENSG00000248285	0	0	0	0	1	0	0	1	0	0	0	0
GZMK	0	0	0	1	1	1	0	0	0	0	0	0
MIR4280HG	18	56	9	61	110	100	48	107	16	10	15	15
ARSB	433	276	144	371	455	489	232	455	584	234	170	399
CENPK	558	98	323	132	182	136	74	160	469	481	397	299
PDZD2	31	51	34	49	113	84	38	78	36	62	49	9
AMD1P3	3	1	3	1	2	1	0	0	4	4	1	4
LINC02109	1	8	3	8	22	14	4	11	0	0	1	0
ENSG00000287540	0	1	0	2	0	1	2	0	0	0	0	0
EGFLAM-AS2	0	4	0	8	8	6	0	1	0	0	1	0
ENSG00000285997	0	1	0	1	6	3	1	1	0	0	0	0
CCNH	604	27	213	44	60	62	17	51	610	350	342	419
NT5ELP	0	0	0	2	7	11	1	6	0	0	0	0
ENSG00000251585	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000248475	1	2	0	5	4	2	0	4	0	0	1	2
ENSG00000244630	0	0	0	0	5	0	1	5	1	0	0	0
ENSG00000250306	0	0	0	0	0	0	1	1	0	0	0	0
ZSWIM6	109	22	80	13	40	36	11	32	108	145	130	58
ENSG00000271455	0	1	0	0	2	2	1	1	0	0	0	0
LINC02110	0	0	0	0	1	0	0	0	0	0	0	0
RPL5P15	0	1	0	1	0	2	1	0	0	0	1	0
ITGA2	2	30	8	52	49	30	19	52	7	6	7	8
JMY	334	162	261	257	404	371	199	276	296	251	333	203
ENSG00000253940	0	0	0	0	0	0	0	6	0	0	0	0
RPS27AP9	0	4	0	3	4	0	0	6	0	0	0	1
GDNF	1	15	3	13	32	38	15	14	0	0	1	0
RPS2P25	0	0	0	2	3	6	0	1	0	0	0	0
ENSG00000230829	2	5	0	5	1	3	0	1	5	1	0	1
RPL17P22	26	0	4	1	2	3	2	0	21	1	5	19
ENSG00000250697	0	1	0	2	17	14	4	11	0	0	0	0
ENSG00000249405	0	0	0	7	1	3	0	1	0	0	0	0
ENSG00000250421	0	0	0	0	2	1	2	0	0	0	0	0
SERINC5	62	65	54	72	151	115	70	67	60	36	98	42
ENSG00000248393	0	0	0	0	4	1	0	2	0	0	0	0
ENSG00000248779	0	0	0	2	4	3	2	3	0	0	0	0
NIPBL	1806	126	1074	182	253	217	124	220	1389	1260	1136	1157
LINC02118	0	0	0	2	7	4	1	4	0	0	0	0
LINC02106	0	0	0	0	3	0	0	0	0	0	0	0
CKMT2	11	3	4	15	13	8	5	8	11	4	3	3
ENSG00000249776	0	1	1	2	8	2	3	2	0	0	0	0
ENSG00000240388	5	3	2	8	11	13	2	9	6	5	7	6
GDNF-AS1	1	34	0	44	89	67	23	66	0	1	1	1
EEF1A1P19	217	7	75	5	11	1	4	1	223	77	72	158
ENSG00000287447	0	7	2	12	20	17	8	16	0	2	0	1
ENSG00000250422	0	3	0	0	10	3	2	3	0	0	0	0
SHLD3	80	19	29	15	27	33	17	47	59	25	31	48
RPL13AP14	68	0	13	0	4	1	0	8	61	16	14	44
DCAF13P2	0	1	0	0	0	0	1	1	0	0	0	1
ATG10	279	221	117	287	381	300	195	282	262	165	175	203
MFSD4BP1	0	3	0	4	12	2	3	7	0	0	0	0
RASGRF2	4	19	4	28	42	33	22	23	8	2	6	8
GUSBP8	0	0	0	0	0	0	0	0	0	0	0	0
VCAN-AS1	0	1	0	0	9	3	0	2	0	0	0	0
ENSG00000254310	0	5	0	6	17	12	5	6	0	0	0	0
ENSG00000212930	0	3	0	3	5	1	2	2	0	0	0	1
SGTB	256	117	219	145	227	198	115	145	235	140	202	200
HNRNPKP5	0	0	0	1	1	0	2	0	0	0	0	0
MTND5P10	5	2	0	2	0	4	0	3	3	1	0	2
GOLPH3	2031	58	1112	74	129	91	53	110	2024	1637	1664	1169
PSME2P1	493	2	150	4	1	1	1	5	564	222	171	355
ENSG00000272130	0	1	0	2	2	0	0	3	0	0	0	0
ANKRD34B	0	8	0	11	10	17	4	12	1	0	0	0
PSMC1P5	1	0	1	1	0	0	1	0	0	1	0	0
RAI14-DT	0	1	0	4	0	0	0	1	0	0	0	0
ENSG00000249236	0	27	0	44	84	44	20	64	0	1	0	0
ACTBL2	0	8	0	9	21	15	1	18	1	0	0	2
ATG10-IT1	0	1	0	0	1	1	0	1	0	0	0	0
NUDT12	289	28	237	60	52	61	25	73	194	218	120	186
ENSG00000248733	0	3	0	1	1	1	2	2	0	0	0	0
GPBP1	1569	192	1020	299	445	366	208	351	1335	1093	1244	881
LINC02144	0	1	0	1	5	3	4	3	0	0	0	0
LINC01948	1	24	2	27	60	41	18	34	2	0	0	0
MSH3	597	114	280	195	288	213	134	288	528	348	311	400
RAB5CP2	0	2	0	1	2	0	0	0	0	1	2	0
SPZ1	0	1	0	2	12	6	2	0	0	0	0	0
ENSG00000288349	0	1	0	1	0	0	0	0	0	0	0	0
ENSG00000250145	0	5	0	6	5	4	3	0	0	0	0	0
ENSG00000248870	0	0	0	5	4	2	1	2	0	0	2	0
ENSG00000250984	0	0	0	0	0	0	0	0	0	0	0	0
CD180	1227	57	176	66	105	46	20	130	1003	1061	797	219
RPL7P24	1	0	0	0	0	2	1	2	2	0	2	4
ENSG00000249101	0	1	0	0	0	0	0	0	0	0	0	0
IL7R	76	89	116	158	207	234	105	205	70	72	79	58
COX7C	8732	170	3917	196	287	253	150	279	9565	4280	4759	6375
ENSG00000250081	15	1	5	1	0	0	0	2	4	1	7	3
ENSG00000280009	0	1	6	0	3	0	0	2	0	0	1	0
ENSG00000249153	0	0	0	4	5	0	3	3	0	0	0	0
LINC02061	0	1	0	3	0	5	0	2	0	0	0	0
ENSG00000271904	1	0	0	0	2	1	0	0	0	0	0	0
LINC02059	0	4	0	4	9	8	3	8	0	0	0	0
RGS7BP	0	14	0	19	5	17	10	17	0	0	0	0
PPIAP79	1	0	0	0	6	2	1	3	2	0	0	0
RASGRF2-AS1	0	6	0	3	7	5	7	10	0	0	0	0
LINC00604	0	1	0	1	7	3	3	9	0	0	0	0
ENSG00000249276	0	0	0	0	2	1	0	0	0	0	0	0
ENSG00000279869	0	1	0	1	0	1	0	0	0	0	0	0
PDZPH1P	0	3	0	4	13	4	9	14	0	0	0	1
MTCO1P22	3	2	0	1	7	6	3	2	5	0	2	5
ENSG00000250694	0	0	0	0	2	0	0	0	0	0	0	0
ENSG00000250079	0	4	0	2	1	7	2	2	0	0	0	0
ENSG00000251376	0	2	0	0	3	3	1	1	0	0	0	0
C1GALT1P2	0	4	1	5	7	1	2	2	1	0	1	0
ENSG00000288539	0	13	0	3	11	4	2	12	0	0	0	0
ENSG00000278958	0	1	0	0	0	6	0	2	0	0	0	0
HMGB3P16	0	1	0	1	0	0	1	1	0	0	0	0
ENSG00000271862	40	6	16	5	13	11	6	26	17	18	21	24
CCNO	0	9	0	10	27	18	3	18	1	0	0	1
